"Frist Name","Last Name","Hire Date"
"Alain","Iisaka","9/5/1986"
"Arne","Ullian","9/5/1986"
"Oguz","Mattern","1/2/1986"
"Sumali","Boreale","9/4/1986"
"Saddek","Hutter","9/6/1986"
"Gro","Chaudhuri","5/3/1986"
"Halsur","Lorcy","3/1/1986"
"Dannz","Waymire","2/5/1986"
"Idoia","Cochrane","2/1/1986"
"Godehard","Birrer","6/5/1986"
"Gill","Aseltine","4/3/1986"
"Mantis","Mawatari","7/1/1986"
"Marlo","Millington","4/3/1986"
"Shem","Molenaar","6/7/1986"
"Sajjad","Willoner","1/5/1986"
"Mamdouh","Mitchem","8/6/1986"
"Etsuo","Byoun","9/9/1986"
"Josyula","Emmart","8/9/1986"
"Tzvetan","Plotkin","9/5/1986"
"Herbert","Pettit","8/1/1986"
"Yongdong","Homond","2/7/1986"
"Wuxu","Ertl","3/3/1986"
"DAIDA","Uhrik","3/2/1986"
"Chinho","Hedayat","1/4/1986"
"Etsuo","Vesel","5/1/1986"
"Berni","Pappas","2/7/1986"
"Zhonghui","Luga","3/1/1986"
"Itzchak","Chappelet","5/1/1986"
"Jamaludin","McClurg","8/2/1986"
"Tru","Babb","4/5/1986"
"Hitofumi","Valette","1/8/1986"
"Hugo","Perelgut","6/5/1986"
"Abdulla","Angot","5/5/1986"
"Yucai","Slaats","5/1/1986"
"Leni","Schahn","2/8/1986"
"Ziya","Buchter","6/3/1986"
"Danco","Lundstrom","1/2/1986"
"IEEE","Zastre","3/1/1986"
"Dante","Bellone","1/6/1986"
"Fusako","Bernick","4/6/1986"
"Maya","Rijckaert","3/7/1986"
"Ger","Marrakchi","6/3/1986"
"Golgen","Fadgyas","6/1/1986"
"Uwe","Poulakidas","3/5/1986"
"Hitofumi","Tagansky","7/7/1986"
"Berthier","Schaaf","3/2/1986"
"Teruyuki","Gronowski","2/8/1986"
"Srinidhi","Krohn","2/4/1986"
"Chuanti","Sommen","3/1/1986"
"Fumino","Garnier","3/4/1986"
"Trygve","Cardazo","1/9/1986"
"Tonia","Limongiello","7/7/1986"
"Aleksandar","Selvestrel","6/7/1986"
"Leon","Godskesen","4/3/1986"
"Mayuri","Chenoweth","8/3/1986"
"Lene","Anick","4/7/1986"
"Atilio","Perin","2/4/1986"
"Kolar","Linares","5/1/1986"
"Jiann","Mundy","6/4/1986"
"Yefim","Leonhardt","5/8/1986"
"Odoardo","Antonakopoulos","5/8/1986"
"Tetsushi","Boudaillier","9/3/1986"
"Subbu","Panienski","4/5/1986"
"Gully","Ariola","4/9/1986"
"Cullen","Zeilberger","5/5/1986"
"Subhada","Hennings","3/2/1986"
"Mads","Underwood","2/2/1986"
"Shaw","Porenta","4/5/1986"
"Youjian","Akazan","5/2/1986"
"Doowon","Varman","4/4/1986"
"Dayanand","Kumaresan","7/9/1986"
"Kitty","Rissanen","9/2/1986"
"Yahiko","Baek","8/3/1986"
"Barna","Hofmeyr","1/9/1986"
"Domenick","Dehkordi","1/1/1986"
"Shridhar","Rassart","2/5/1986"
"Ziyad","Gulla","9/2/1986"
"Berry","Hatcliff","3/7/1986"
"Murthy","Delgrande","7/7/1986"
"Diederik","Guenter","7/5/1986"
"Jianhua","Olano","7/5/1986"
"Dietrich","Flanders","8/8/1986"
"Chuanti","Erol","6/6/1986"
"Jayesh","Rullman","3/5/1986"
"Mikhail","Segond","1/5/1986"
"Leon","Kulisch","4/1/1986"
"Kamakshi","Hardjono","8/4/1986"
"Shaw","Crelier","8/3/1986"
"Zhonghui","Budinsky","6/9/1986"
"Patricio","Lundstrom","8/8/1986"
"Guoxiang","Boissier","6/3/1986"
"Brigham","Ossenbruggen","1/5/1986"
"Zejun","Jonsson","7/7/1986"
"Gretta","Pepe","1/5/1986"
"Bluma","Litecky","1/3/1986"
"Kerryn","Zeilberger","1/2/1986"
"Kazuhisa","Demizu","1/9/1986"
"Mats","Curless","1/3/1986"
"Fox","Noriega","8/6/1986"
"Elvia","Braccini","7/9/1986"
"Shooichi","Marzano","6/5/1986"
"Arie","Loncour","2/3/1986"
"Gennady","Taubman","7/9/1986"
"Ortrun","Schaad","4/2/1986"
"Guenter","Halloran","1/7/1986"
"Aluzio","Ginneken","6/6/1986"
"Sanjeeva","Redmiles","5/2/1986"
"Susanne","Hagimont","6/3/1986"
"Rasikan","Kopetz","4/8/1986"
"Nahla","Kaltofen","9/6/1986"
"Munir","Coorg","9/4/1986"
"Tesuro","Ranon","5/5/1986"
"Yannis","Lorin","7/4/1986"
"Zhigen","Miyakawa","7/1/1986"
"Gou","Bierman","3/4/1986"
"Ulf","Bolsens","4/7/1986"
"Noritoshi","Leijenhorst","4/2/1986"
"Arvind","Ellozy","7/2/1986"
"Jiakeng","Fabrizio","3/4/1986"
"Mooi","Yurek","1/4/1986"
"Boutros","Engberts","7/7/1986"
"Jaber","Mandell","8/3/1986"
"Manohar","Baranowski","7/1/1986"
"Zijian","Tibblin","9/2/1986"
"Thanasis","Guardalben","7/3/1986"
"Constantino","Snedden","9/5/1986"
"Cullen","Parhami","1/7/1986"
"Shushma","Masamoto","1/5/1986"
"Dipankar","Foote","1/6/1986"
"Taisook","Benner","3/1/1986"
"Chiradeep","Joslin","9/7/1986"
"Edwin","Moehrke","9/2/1986"
"Shuho","Koblitz","1/2/1986"
"Mingdong","Pfau","2/3/1986"
"Mabhin","Ananiadou","5/6/1986"
"LiMin","Steinauer","2/3/1986"
"Pantung","Taubman","9/8/1986"
"Fayez","Mandelberg","3/2/1986"
"Nathalie","Yemenis","3/3/1986"
"Tomofumi","Brickell","3/7/1986"
"Tetsushi","Badache","3/4/1986"
"Nagui","Grospietsch","6/4/1986"
"Satoru","Zolotykh","8/5/1986"
"Ingemar","Basagni","9/1/1986"
"Baocai","Jullig","9/2/1986"
"Phuoc","Flowers","7/9/1986"
"Shmuel","Pardalos","6/3/1986"
"Kokou","Angelov","9/9/1986"
"Ioana","Crabtree","1/2/1986"
"Poorav","Morrow","4/6/1986"
"Yongqiao","Millington","5/3/1986"
"Nahid","Bernardeschi","1/6/1986"
"Dzung","Luft","6/6/1986"
"Qiwen","Nitta","8/8/1986"
"Volkmar","Salinas","8/8/1986"
"Marit","Goldhammer","5/1/1986"
"Tran","Kitai","3/1/1986"
"Lech","Babu","3/9/1986"
"Augustine","Massonet","4/1/1986"
"Alois","Sridhar","7/9/1986"
"JoAnne","Pulkowski","7/7/1986"
"Shir","Landherr","6/3/1986"
"Junichi","Colorni","1/5/1986"
"Taiji","Roisin","8/2/1986"
"Toshimori","Simmel","7/6/1986"
"Lucian","Mersereau","1/6/1986"
"Akhilish","Remmele","1/4/1986"
"Parke","Kaiserswerth","8/1/1986"
"Mitchel","Erde","1/5/1986"
"Lillian","Tokunaga","3/9/1986"
"Ingemar","Kuzuoka","3/9/1986"
"Gianluca","Vingron","6/9/1986"
"Nishit","Perl","7/9/1986"
"Baoqiu","Brickell","6/9/1986"
"Wonhee","Bisiani","8/3/1986"
"Shrikanth","Felcyn","2/8/1986"
"Junsik","Armand","4/3/1986"
"Etsuo","Nourani","1/4/1986"
"Elrique","Prampolini","3/5/1986"
"Chenxi","Lieberherr","8/5/1986"
"Weijing","Cappelletti","7/3/1986"
"Bernd","Baumann","2/2/1986"
"Filipp","Morton","1/6/1986"
"Kristine","Liesche","3/5/1986"
"Ingemar","Emmart","6/6/1986"
"Houman","Kalloufi","2/1/1986"
"Teunis","Ranst","7/5/1986"
"Abdelaziz","Budinsky","4/2/1986"
"Tsutomu","Skafidas","3/7/1986"
"Genki","Luga","9/7/1986"
"Piyawadee","Chleq","3/3/1986"
"Barna","Cappello","8/1/1986"
"Saeko","Chiola","8/7/1986"
"Mabhin","Qiwen","4/3/1986"
"Oddvar","Swick","3/4/1986"
"Subhada","Lipner","5/9/1986"
"Youngkon","Brender","3/8/1986"
"Shigenori","Fujisawa","2/3/1986"
"Sanjoy","Sevcikova","6/6/1986"
"Chandrasekaran","Erol","2/8/1986"
"Berna","Journel","7/8/1986"
"Ortrud","Carrere","7/5/1986"
"Huiqun","Vasanthakumar","8/8/1986"
"Wanqing","Rissanen","9/6/1986"
"Adel","Niizuma","5/3/1986"
"Xinyu","Flasterstein","4/5/1986"
"Roded","Demeyer","4/5/1986"
"Lunjin","Perin","8/7/1986"
"Berhard","Cincotta","2/6/1986"
"Apostol","Marwedel","3/7/1986"
"Teunis","Oskamp","6/5/1986"
"Jianhui","Rassart","1/5/1986"
"Premsyl","Karner","3/1/1986"
"Shuzo","Chiodo","7/1/1986"
"Tommaso","Reistad","3/1/1986"
"Zorica","Jeansoulin","7/5/1986"
"Maia","Sadowsky","1/4/1986"
"Owen","Luef","8/7/1986"
"Panayotis","Grabner","8/3/1986"
"Zhanqiu","Oppitz","2/3/1986"
"Suebskul","Kropf","3/5/1986"
"Horward","Thibadeau","6/3/1986"
"Yinghua","Vidal","1/1/1986"
"Hilari","Rajaraman","3/4/1986"
"Yurii","Genin","5/4/1986"
"Renee","Morrow","2/7/1986"
"Malu","Onuegbe","8/9/1986"
"Hugh","Hitomi","1/2/1986"
"Shai","Kalorkoti","3/7/1986"
"Kwun","Kalloufi","1/6/1986"
"Tsutomu","Kampfer","1/8/1986"
"Vasiliy","Schusler","2/1/1986"
"Kamakshi","Stanger","9/7/1986"
"Luigi","Yemenis","9/4/1986"
"Kayoko","Jayawardene","2/6/1986"
"Maha","Ramsay","8/7/1986"
"Fox","Collette","2/7/1986"
"Claudi","Eldridge","3/9/1986"
"Torsten","Jumpertz","3/9/1986"
"Amalendu","Ecklund","1/2/1986"
"Zhongwei","Callaway","7/6/1986"
"Kwan","Rodiger","9/9/1986"
"Jayson","Ambroszkiewicz","2/8/1986"
"Elliott","Krybus","9/9/1986"
"Adas","Michaeli","8/2/1986"
"Woody","Cummings","5/9/1986"
"Shaunak","DiGiano","9/3/1986"
"Alair","Foong","7/3/1986"
"Stevo","Spataro","9/8/1986"
"Kshitij","Ibel","8/2/1986"
"Sedat","Perna","5/3/1986"
"Shahid","Lindenbaum","5/5/1986"
"Magy","Dahlbom","4/8/1986"
"Suebskul","Tokunaga","4/7/1986"
"Rosella","Markovitch","1/5/1986"
"Heon","Marletta","9/8/1986"
"Petter","Binkley","5/4/1986"
"Branimir","Rosch","1/4/1986"
"Peer","Rindone","8/5/1986"
"Giao","Peres","7/7/1986"
"Mingzeng","Alpin","9/1/1986"
"Nikolaus","Norsworthy","7/3/1986"
"Supot","Raney","2/2/1986"
"Xiahua","Slaats","7/9/1986"
"Christ","Stentiford","7/7/1986"
"Maha","Maginnis","7/5/1986"
"Alair","Speckmann","9/8/1986"
"Tsz","Hofting","5/1/1986"
"Ingmar","Francisci","1/9/1986"
"Bernice","Senzako","3/7/1986"
"Unal","Cooley","1/1/1986"
"Danai","Farris","9/1/1986"
"Martien","Setlzner","2/8/1986"
"Fen","Candan","2/2/1986"
"Youngkon","Bardell","5/6/1986"
"Filipp","Smeets","2/1/1986"
"Nikolaos","Pokrovskii","2/8/1986"
"Goh","Seuren","2/9/1986"
"Mabo","Kadhim","9/9/1986"
"Alejandra","Sundgren","7/6/1986"
"Mohit","Thiria","6/1/1986"
"Weidon","Begiun","3/6/1986"
"Gill","Hasenauer","4/4/1986"
"Atilio","Nilsson","2/6/1986"
"Randy","Reutenauer","5/1/1986"
"Sajjan","Muchinsky","3/9/1986"
"Yuichiro","Randi","8/8/1986"
"Sanjay","Varman","4/2/1986"
"Mani","Gadepally","2/8/1986"
"Ulf","Armand","9/6/1986"
"Charlene","Ramsey","3/9/1986"
"Honglan","Tomescu","9/5/1986"
"Luise","Braunmuhl","4/4/1986"
"Mansur","Lortz","6/4/1986"
"Dekang","Anger","2/9/1986"
"Bokyung","Birjandi","8/6/1986"
"Goncalo","Stenning","2/2/1986"
"Frederique","Kriebel","7/7/1986"
"Arlette","Boguraev","1/1/1986"
"Ramachenga","Dusink","8/5/1986"
"Elvia","Zeilberger","6/9/1986"
"Nakhoon","Irland","4/6/1986"
"Mantis","Zaccaria","5/6/1986"
"Fei","Cappelli","3/9/1986"
"Aris","Koshiba","1/6/1986"
"Zhigen","Birdsall","9/9/1986"
"Ziva","Encarnacion","7/4/1986"
"Ymte","Pell","6/9/1986"
"Martins","Vernadat","4/6/1986"
"Vugranam","Yoshizawa","3/1/1986"
"Lalit","Chenney","3/1/1986"
"Marjo","Niizuma","8/8/1986"
"Christophe","Plesums","3/6/1986"
"Boguslaw","Talmor","7/3/1986"
"Chaitali","Felcyn","4/7/1986"
"Peternela","Miara","7/5/1986"
"Tesuro","Simmen","6/7/1986"
"Sajjad","Chepyzhov","2/4/1986"
"Jayesh","Welham","7/1/1986"
"Bernd","Chiodo","1/7/1986"
"Shietung","Zeidenstein","2/8/1986"
"Dinkar","Kinley","1/5/1986"
"Teunis","Delgrange","1/9/1986"
"Hongzue","Himler","1/3/1986"
"Moto","Radwan","7/6/1986"
"Golgen","Erol","6/7/1986"
"Kitty","Huttel","1/6/1986"
"Radhakrishnan","Fraisse","1/9/1986"
"Aiman","Heuser","9/2/1986"
"Sanjay","Rissanen","8/9/1986"
"Alair","Luks","6/5/1986"
"Tooru","Busillo","9/2/1986"
"Holgard","Pehl","4/8/1986"
"Boriana","Marchegay","1/8/1986"
"Shih","Rossi","4/6/1986"
"Takahito","Lampe","1/5/1986"
"Michaela","Matzov","9/2/1986"
"Demos","Plumb","8/9/1986"
"Valery","Chelton","1/4/1986"
"Ziyad","Famili","1/1/1986"
"Richard","Prenel","1/2/1986"
"Kendra","Buescher","7/6/1986"
"Kaijung","Basagni","7/2/1986"
"Abdelaziz","Herber","7/5/1986"
"Seongbae","Tasistro","3/6/1986"
"Khue","Teitelbaum","6/4/1986"
"Uzi","Murillo","4/3/1986"
"Vitali","Menyhert","4/8/1986"
"Siamak","Hebert","7/4/1986"
"Hatem","Marletta","6/8/1986"
"Syozo","Carrera","3/1/1986"
"Heng","Puppo","5/7/1986"
"Shaunak","Hoppenstand","4/3/1986"
"Arch","Tsukuda","6/1/1986"
"Ravishankar","Iwayama","1/9/1986"
"Ziyad","Bhattacharjee","1/1/1986"
"Arvind","Esposito","8/7/1986"
"Phuoc","Cappello","2/8/1986"
"Marlo","Schaaf","9/6/1986"
"Ebru","Zirintsis","8/2/1986"
"Kokou","Heuser","2/6/1986"
"Seshu","Rettelbach","4/6/1986"
"Rajmohan","Hatcliff","9/5/1986"
"Alair","Narahari","9/6/1986"
"Radhakrishnan","Chimia","2/7/1986"
"Hatem","Haddadi","8/1/1986"
"Mandell","Papastamatiou","7/3/1986"
"Venkatesan","Kadhim","8/6/1986"
"Kolar","Peltason","8/9/1986"
"Yinghua","Denti","4/1/1986"
"Xinglin","Sundgren","3/8/1986"
"Marek","Erva","4/2/1986"
"Zengping","Dulli","1/8/1986"
"Chenyi","Marshall","5/5/1986"
"Geoffry","Basawa","4/6/1986"
"Sachem","Schusler","5/8/1986"
"Khedija","Serov","3/2/1986"
"Chinya","Ginesta","8/9/1986"
"Lihong","Baranowski","8/4/1986"
"Uno","Lanzelotte","8/6/1986"
"Shuichi","Skafidas","1/5/1986"
"Felicidad","Furudate","1/6/1986"
"Ramya","Rindone","6/8/1986"
"Tooru","Malabarba","7/6/1986"
"Torsten","Schrooten","2/5/1986"
"Khatoun","Peroz","5/7/1986"
"Barton","Hofting","4/4/1986"
"Munir","Tanemo","1/4/1986"
"Yucai","Cunliffe","3/1/1986"
"Saeko","Feldmann","5/9/1986"
"Heng","Waterhouse","9/4/1986"
"Sungwon","Couchot","2/1/1986"
"Weiyi","Bernatsky","5/2/1986"
"Halsur","Gils","4/6/1986"
"Shahab","Wissmann","2/9/1986"
"Patricia","Showalter","9/6/1986"
"Mooi","Pluym","4/5/1986"
"Gererd","Muchinsky","3/2/1986"
"Tremaine","Waeselynck","9/6/1986"
"Ger","Hanabata","8/6/1986"
"Hausi","Schiettecatte","1/6/1986"
"Annemarie","Sridhar","1/3/1986"
"Randy","Barbanera","8/3/1986"
"Rosita","Basagni","6/3/1986"
"Shridhar","Glowinski","7/2/1986"
"Aram","Syrzycki","7/7/1986"
"Piyawadee","Gomatam","3/6/1986"
"Chinhyun","Lichtner","4/8/1986"
"Conal","Radhakrishnan","5/7/1986"
"Susanne","Cappello","3/5/1986"
"Valter","Cromarty","4/3/1986"
"Takanari","Bugrara","1/6/1986"
"Oscal","Staudhammer","9/1/1986"
"Vishwani","Colorni","3/5/1986"
"Tamiya","Katalagarianos","6/7/1986"
"Nahla","Puppe","3/4/1986"
"Luigi","Weedon","5/2/1986"
"Stafford","Walstra","6/5/1986"
"Dekang","Warwick","5/1/1986"
"Jeane","Luby","4/7/1986"
"Leaf","Whittlesey","5/7/1986"
"Luise","Nyanchama","2/6/1986"
"Alexius","Candan","5/5/1986"
"Teiji","Lores","4/3/1986"
"Zeydy","Gniady","5/2/1986"
"Marjo","Vigier","6/2/1986"
"Anestis","Perly","9/8/1986"
"Arif","Cannata","3/2/1986"
"Monique","Mawatari","3/5/1986"
"Basil","Zucker","5/5/1986"
"Holgard","Prenel","1/1/1986"
"Sumali","Iisaka","4/2/1986"
"Shan","Encarnacion","1/4/1986"
"Gaurav","Riefers","3/8/1986"
"Parke","Reinhart","3/2/1986"
"Zhonghui","Marshall","2/1/1986"
"Naftali","Kieras","3/2/1986"
"Holgard","Nations","1/2/1986"
"Heather","Chaudhuri","3/9/1986"
"Limsoon","Chaudhuri","1/4/1986"
"Sajjad","Piazza","4/8/1986"
"Arun","Shackell","2/7/1986"
"Nagui","Monkewich","6/4/1986"
"Bokyung","Mawatari","5/7/1986"
"Ingmar","Brandsma","1/8/1986"
"Mang","Emmart","8/7/1986"
"Kellyn","Levasseur","1/7/1986"
"Ghassan","Naudin","7/7/1986"
"Terresa","Khalil","2/1/1986"
"Ramachenga","Speek","9/6/1986"
"Dung","Driscoll","8/7/1986"
"Mingdong","Georgatos","2/2/1986"
"Munehiko","Rathonyi","3/2/1986"
"Matk","Bain","7/2/1986"
"Mong","Tagansky","8/5/1986"
"Izaskun","Bottner","3/7/1986"
"Seongbae","Szmurlo","1/2/1986"
"Achilleas","Molberg","2/7/1986"
"Divier","Ellozy","3/5/1986"
"Kazuhira","Sinicrope","9/4/1986"
"Jenwei","Garnham","5/3/1986"
"Mats","Ebeling","5/2/1986"
"Lillian","Rande","9/3/1986"
"Kish","Yetim","7/9/1986"
"Lunjin","Peck","1/6/1986"
"Moheb","Basart","4/3/1986"
"Shaowei","Heinisuo","7/3/1986"
"Jeanne","Ramamoorthy","8/9/1986"
"Shaunak","Shinomoto","2/9/1986"
"Chuanti","Pellegrinelli","7/3/1986"
"Mabhin","Comte","7/8/1986"
"Nathan","Polupanov","4/2/1986"
"Tonia","Merlo","6/9/1986"
"Marko","Montemayor","9/1/1986"
"Abdelaziz","Krychniak","6/9/1986"
"Tremaine","Acton","6/6/1986"
"Huican","Feldmann","3/7/1986"
"Shuky","Fortenbacher","7/9/1986"
"Amstein","Hasenauer","7/8/1986"
"Jouni","Chleq","5/9/1986"
"Atreye","Emmerich","7/7/1986"
"Khalid","Dulin","2/3/1986"
"Duri","Denna","7/6/1986"
"Dmitry","Akiyama","3/2/1986"
"Manohar","Docker","4/6/1986"
"Sigeru","Orsini","1/4/1986"
"Lobel","Peac","1/4/1986"
"Hyuncheol","Emmerich","9/2/1986"
"Ziya","Range","6/4/1986"
"Heng","Lortz","3/3/1986"
"Kristof","Snedden","8/6/1986"
"Mooi","Yamaashi","9/4/1986"
"Hilary","Kilgour","3/8/1986"
"Uinam","Falby","1/8/1986"
"Adhemar","Rabejac","2/1/1986"
"Neelam","Isard","4/8/1986"
"Feiyu","Shigei","9/8/1986"
"Katsuo","Badache","2/9/1986"
"Chriss","Restivo","3/7/1986"
"Berto","Brandsma","1/6/1986"
"Hongzhu","Scallan","4/1/1986"
"Sreekrishna","Michaels","5/2/1986"
"Sreekrishna","Strandh","6/5/1986"
"Nitsan","Ritcey","8/2/1986"
"Conal","Linares","9/2/1986"
"Make","Mundy","5/9/1986"
"Sham","Kroll","8/5/1986"
"Kwan","Bade","4/5/1986"
"Conrado","Calkin","7/9/1986"
"Mary","Feinberg","4/5/1986"
"Chiradeep","Mateescu","5/5/1986"
"Mahmut","Androutsos","4/5/1986"
"Srinidhi","Harllee","2/9/1986"
"Shen","Badr","2/4/1986"
"Jenwei","Picci","6/2/1986"
"Masaki","Casley","5/7/1986"
"Lunjin","Straney","2/9/1986"
"Gilbert","Hooghiemstra","3/9/1986"
"Aron","Gihr","2/1/1986"
"JiYoung","Gunderson","5/5/1986"
"Quingbo","Baaz","4/4/1986"
"Shaleah","Feldhoffer","9/9/1986"
"Paraskevi","Lorys","2/3/1986"
"Mountaz","Usery","3/2/1986"
"Shugo","Lindqvist","1/3/1986"
"Matk","Limongiello","7/9/1986"
"Sachem","Danner","7/9/1986"
"Pradeep","Kushnir","2/1/1986"
"Yuping","Denny","4/3/1986"
"Jasminko","Woycyznski","6/7/1986"
"Danai","Clouatre","4/4/1986"
"Uno","Brendel","4/8/1986"
"Miyeon","Cooley","3/6/1986"
"Candido","Apsitis","8/6/1986"
"Manibrata","Stanger","7/4/1986"
"Georg","Erdi","7/9/1986"
"Genki","Munoz","4/6/1986"
"Sachem","Junot","4/6/1986"
"Debaprosad","Wursthorn","3/5/1986"
"Henk","Bharadwaj","1/3/1986"
"Weijing","Beetstra","4/2/1986"
"Bouchung","Stanger","3/2/1986"
"Petter","Ramaiah","4/4/1986"
"Murthy","Schach","2/8/1986"
"Rosella","Penz","1/5/1986"
"Tuval","DuCasse","1/9/1986"
"Chanjung","Flanders","5/9/1986"
"Kiyomitsu","Highland","2/5/1986"
"Hatem","Birge","1/6/1986"
"Aloke","Luiz","3/7/1986"
"Herb","Lipner","6/6/1986"
"Byong","Swiss","4/4/1986"
"Gennadi","Cappello","4/4/1986"
"Alassane","Narlikar","4/3/1986"
"Noritoshi","Smeets","8/3/1986"
"Shen","Schmittgen","2/5/1986"
"Aimee","Mahnke","4/8/1986"
"Weiru","Picel","1/7/1986"
"George","Salvesen","5/4/1986"
"Mario","Schrift","8/2/1986"
"Szabolcs","Prochazka","6/7/1986"
"Hsiangchu","Furudate","4/8/1986"
"Freyja","Murrill","5/9/1986"
"Chiranjit","Liesche","3/4/1986"
"Manibrata","Srimani","3/4/1986"
"Sudharsan","Rijsenbrij","3/4/1986"
"Lakshmi","Kawashima","3/7/1986"
"Marjo","Tokunaga","7/7/1986"
"Masaki","Geffroy","1/8/1986"
"Satyanarayana","Percebois","9/3/1986"
"Marke","Debuse","4/9/1986"
"Giordano","Moffat","1/4/1986"
"Xumin","Rabehasaina","3/4/1986"
"Babette","Shackell","3/5/1986"
"Djenana","Raney","7/1/1986"
"Adin","Morton","5/8/1986"
"Muzhong","Michaeli","4/1/1986"
"Peer","Ranum","8/9/1986"
"Youpyo","Denti","1/9/1986"
"Evgueni","Hutton","1/6/1986"
"Sorina","Jiafu","1/4/1986"
"Feixiong","Zultner","5/5/1986"
"Ravishankar","Selvestrel","7/1/1986"
"Taegyun","Piancastelli","7/3/1986"
"Morris","Heijenga","4/1/1986"
"Olivera","Reghbati","7/5/1986"
"Kitty","Maksimenko","3/1/1986"
"Haldon","Oberman","6/6/1986"
"Salvador","Honglei","3/2/1986"
"Tayeb","Mandell","3/7/1986"
"Howell","Czap","4/3/1986"
"Sadok","Gomatam","6/8/1986"
"Jackson","Facello","9/1/1986"
"Ebbe","Meszaros","3/2/1986"
"Demin","Mitchem","5/9/1986"
"Rasiah","Barriga","6/2/1986"
"Barton","Oxman","6/7/1986"
"Junsik","Hitomi","3/9/1986"
"Sugwoo","Orlowski","4/1/1986"
"Hiroyasu","Zockler","2/8/1986"
"Srinidhi","Erman","8/4/1986"
"Somnath","Hockney","5/5/1986"
"Saeed","Mersereau","6/2/1986"
"Marsja","Kuhnemann","6/9/1986"
"Gopalakrishnan","Ozeri","4/3/1986"
"Urs","Molberg","1/4/1986"
"Douadi","Asser","6/2/1986"
"Guozhong","Kolinko","3/8/1986"
"Vasilii","Panwar","2/7/1986"
"Genki","Angot","9/8/1986"
"Arfst","Ramaiah","2/4/1986"
"Anoosh","Spelt","3/1/1986"
"Yahiko","Stasinski","9/3/1986"
"Tokuyasu","Preusig","2/6/1986"
"Yolla","Bolotov","7/5/1986"
"Jongsuk","Hinsberger","5/7/1986"
"Ramya","Jumpertz","3/2/1986"
"Rasiah","Danner","5/4/1986"
"Arif","Ernst","3/2/1986"
"Masasuke","Lorcy","8/4/1986"
"Xiadong","Krupka","7/7/1986"
"Mang","Fargier","1/9/1986"
"Zita","Terekhov","5/1/1986"
"Dulce","Baez","8/2/1986"
"Luisa","Kusalik","3/7/1986"
"Ferdinand","Miara","6/1/1986"
"Dante","Luca","3/4/1986"
"Kien","Backhouse","4/5/1986"
"Jeanna","Murtha","6/8/1986"
"Sanjay","Lamma","5/5/1986"
"Kiyomitsu","Lindqvist","1/7/1986"
"Froduald","Molberg","2/7/1986"
"Yoshimitsu","Talmon","9/3/1986"
"Doohun","Schiper","2/7/1986"
"Monique","Lichtner","7/7/1986"
"Hilary","Madeira","1/6/1986"
"Xumin","Fadgyas","4/8/1986"
"Danil","Piancastelli","9/6/1986"
"Sachio","Mikschl","7/7/1986"
"Renee","Serot","5/8/1986"
"Ghassan","Kalloufi","8/4/1986"
"Mingdong","Stassinopoulos","6/5/1986"
"Chikara","dAstous","2/3/1986"
"Byong","Snyers","3/6/1986"
"Kenroku","Marwedel","5/7/1986"
"Hsiangchu","Broomell","2/9/1986"
"Falguni","Andreotta","8/8/1986"
"Eberhardt","Denti","1/6/1986"
"Gopalakrishnan","Pusterhofer","3/7/1986"
"Prasadram","Fandrianto","1/7/1986"
"Shigeichiro","Koshiba","2/7/1986"
"Mansur","Tiemann","6/2/1986"
"Tokuyasu","Busillo","3/1/1986"
"Chanjung","Zhiwei","9/9/1986"
"Susanta","Slutz","2/1/1986"
"Jinpo","Angiulli","9/5/1986"
"Paris","Landherr","8/7/1986"
"Masami","Stentiford","1/7/1986"
"Moon","Melton","1/4/1986"
"Ekawit","Pena","7/1/1986"
"Malu","Msuda","4/8/1986"
"Domenick","Nishimukai","7/5/1986"
"Becky","Shrader","9/3/1986"
"Gao","Gihr","6/2/1986"
"Miyeon","Serov","7/8/1986"
"Boguslaw","Matteis","4/9/1986"
"Thanasis","Glinert","6/8/1986"
"Ortrun","Baaleh","1/5/1986"
"Gererd","Desikan","5/2/1986"
"Adas","Brender","9/4/1986"
"Sven","Pettis","6/3/1986"
"Kwee","Krichel","2/9/1986"
"Akhilish","Matzat","8/7/1986"
"Ashish","Yetim","4/3/1986"
"Mohit","Plessier","2/1/1986"
"Harjit","Greibach","4/8/1986"
"Fayez","Figueira","4/1/1986"
"Edwin","Rouquie","8/8/1986"
"Tze","Nourani","6/8/1986"
"Junsik","Garnham","8/9/1986"
"Kellie","Demir","4/1/1986"
"Kazuhisa","Krohm","5/1/1986"
"Mabhin","Middleton","2/3/1986"
"Gal","Baez","6/9/1986"
"Kendra","Simmel","8/9/1986"
"Moni","Borovoy","6/5/1986"
"Weiru","Kawashima","6/5/1986"
"Rafail","Montresor","6/5/1986"
"Miyeon","Alblas","2/7/1986"
"Franziska","Marrevee","9/7/1986"
"Udo","Cromarty","1/4/1986"
"Claudi","Honiden","2/1/1986"
"Berni","Smailagic","3/9/1986"
"Rosine","Gajiwala","4/1/1986"
"Zissis","Zeilberger","1/7/1986"
"Shaleah","Simkin","3/1/1986"
"Tomokazu","Gips","9/8/1986"
"Gita","Weedon","8/2/1986"
"Miyeon","Malabarba","4/8/1986"
"Ingmar","Jording","5/8/1986"
"Valter","McFarlan","2/3/1986"
"Satoru","Merkl","1/5/1986"
"Brigham","Peral","7/6/1986"
"Szabolcs","Felder","8/2/1986"
